Date,Occupancy,PricePerNight,Revenue,PropertyID,GuestID,ReviewSummary,CleanedReview
12/14/24,1,176,176,P004,G1056,Host was very responsive and helpful!,host responsive helpful
12/15/24,1,203,203,P004,G1056,"Super cozy, highly recommend!",super cozy highly recommend
12/16/24,1,82,82,P004,G1056,"Loved the location, very conveniI felt a little uncomfortable with how strict the host was about guests and noise. I had some friends stop by, and suddenly it became an issue even though we weren’t being disruptive. I understand wanting to enforce rules, but it felt a bit excessive.

The property itself was great, but if you’re looking for a place where you can relax without feeling watched, this might not be the best option.ent!",loved location convenii felt little uncomfortable strict host guest noise friend stop suddenly became issue even though disruptive understand wanting enforce rule felt bit excessive property great looking place relax without feeling watched might best
12/17/24,1,149,149,P004,G1122,"Loved the location, very convenient!",loved location convenient
12/18/24,1,133,133,P004,G1122,Would definitely stay here again!,would definitely stay
12/19/24,1,157,157,P004,G1122,"Great experience, would book again!",great experience would book
12/20/24,1,209,209,P004,G1068,Would definitely stay here again!,would definitely stay
12/21/24,1,209,209,P004,G1068,"Loved the location, very convenient!",loved location convenient
12/22/24,1,191,191,P004,G1105,Great value for the price!,great value price
12/23/24,1,162,162,P004,G1105,Great value for the price!,great value price
12/24/24,1,97,97,P004,G1105,"Amazing stay, very clean and comfortable!",amazing stay clean comfortable
12/25/24,1,145,145,P004,G1105,"Super cozy, highly recommend!",super cozy highly recommend
12/26/24,1,126,126,P004,G1105,Host was very responsive and helpful!,host responsive helpful
12/27/24,1,186,186,P004,G1105,"Excellent amenities, everything as described!",excellent amenity everything described
12/28/24,1,156,156,P004,G1105,"Excellent amenities, everything as described!",excellent amenity everything described
12/29/24,1,161,161,P004,G1105,Host was very responsive and helpful!,host responsive helpful
12/30/24,1,125,125,P004,G1105,"Super cozy, highly recommend!",super cozy highly recommend
12/31/24,1,109,109,P004,G1105,"Clean and well-maintained, fantastic experience!",clean fantastic experience
1/1/25,0,103,0,P004,G0,,
1/2/25,1,129,129,P004,G1046,"Excellent amenities, everything as described!",excellent amenity everything described
1/3/25,1,185,185,P004,G1046,"Loved the location, very convenient!",loved location convenient
1/4/25,1,205,205,P004,G1046,"Super cozy, highly recommend!",super cozy highly recommend
1/5/25,1,131,131,P004,G1046,Would definitely stay here again!,would definitely stay
1/6/25,1,119,119,P004,G1046,"Excellent amenities, everything as described!",excellent amenity everything described
1/7/25,1,113,113,P004,G1046,Great value for the price!,great value price
1/8/25,1,99,99,P004,G1046,"A perfect stay, felt like home!",perfect stay felt like home
1/9/25,1,170,170,P004,G1046,Host was very responsive and helpful!,host responsive helpful
1/10/25,1,209,209,P004,G1046,Great value for the price!,great value price
1/11/25,1,137,137,P004,G1019,"Clean and well-maintained, fantastic experience!",clean fantastic experience
1/12/25,1,146,146,P004,G1019,"A perfect stay, felt like home!",perfect stay felt like home
1/13/25,1,154,154,P004,G1032,"A perfect stay, felt like home!",perfect stay felt like home
1/14/25,1,159,159,P004,G1053,"A perfect stay, felt like home!",perfect stay felt like home
1/15/25,1,121,121,P004,G1053,"Loved the location, very convenient!",loved location convenient
1/16/25,1,100,100,P004,G1053,"Great experience, would book again!",great experience would book
1/17/25,1,145,145,P004,G1050,"Loved the location, very convenient!",loved location convenient
1/18/25,1,130,130,P004,G1050,"Great experience, would book again!",great experience would book
1/19/25,1,183,183,P004,G1123,"Super cozy, highly recommend!",super cozy highly recommend
1/20/25,1,137,137,P004,G1028,"Loved the location, very convenient!",loved location convenient
1/21/25,1,151,151,P004,G1124,"A perfect stay, felt like home!",perfect stay felt like home
1/22/25,1,129,129,P004,G1124,"Super cozy, highly recommend!",super cozy highly recommend
1/23/25,1,140,140,P004,G1069,Great value for the price!,great value price
1/24/25,1,186,186,P004,G1125,"A perfect stay, felt like home!",perfect stay felt like home
1/25/25,1,155,155,P004,G1125,"Super cozy, highly recommend!",super cozy highly recommend
1/26/25,1,186,186,P004,G1125,Would definitely stay here again!,would definitely stay
1/27/25,1,98,98,P004,G1125,Great value for the price!,great value price
1/28/25,1,147,147,P004,G1125,"Loved the location, very convenient!",loved location convenient
1/29/25,1,136,136,P004,G1125,"Uncomfortable stay, wouldn't recommend.",uncomfortable stay would recommend
1/30/25,1,88,88,P004,G1125,Would definitely stay here again!,would definitely stay
1/31/25,1,200,200,P004,G1125,Would definitely stay here again!,would definitely stay
2/1/25,1,177,177,P004,G1046,"Excellent amenities, everything as described!",excellent amenity everything described
8/5/24,1,89,89,P005,G1126,Great value for the price!,great value price
8/6/24,1,102,102,P005,G1127,"I was falsely accused of smoking in the Airbnb, which was extremely frustrating since I don’t even smoke. The host jumped to conclusions without any evidence, making the whole situation stressful.",falsely accused smoking airbnb extremely frustrating since even smoke host jumped conclusion without evidence making whole situation stressful
8/7/24,1,98,98,P005,G1113,,
8/8/24,1,96,96,P005,G1113,"The place was fine, but the false accusation ruined my experience. I wouldn’t stay here again.",place fine false accusation ruined experience stay
8/9/24,1,199,199,P005,G1128,Host was very responsive and helpful!,host responsive helpful
8/10/24,1,163,163,P005,G1128,"Amazing stay, very clean and comfortable!",amazing stay clean comfortable
8/11/24,1,170,170,P005,G1128,"Great experience, would book again!",great experience would book
8/12/24,1,123,123,P005,G1128,Host was very responsive and helpful!,host responsive helpful
8/13/24,1,136,136,P005,G1128,"A perfect stay, felt like home!",perfect stay felt like home
8/14/24,1,94,94,P005,G1013,"Great experience, would book again!",great experience would book
8/15/24,1,163,163,P005,G1013,Would definitely stay here again!,would definitely stay
8/16/24,1,172,172,P005,G1013,Great value for the price!,great value price
8/17/24,1,180,180,P005,G1013,"Loved the location, very convenient!",loved location convenient
8/18/24,1,144,144,P005,G1129,"Great experience, would book again!",great experience would book
8/19/24,1,141,141,P005,G1130,"Loved the location, very convenient!",loved location convenient
8/20/24,1,167,167,P005,G1106,Great value for the price!,great value price
8/21/24,1,124,124,P005,G1106,"Amazing stay, very clean and comfortable!",amazing stay clean comfortable
8/22/24,1,85,85,P005,G1106,"Super cozy, highly recommend!",super cozy highly recommend
8/23/24,1,171,171,P005,G1106,"Amazing stay, very clean and comfortable!",amazing stay clean comfortable
8/24/24,1,210,210,P005,G1106,Great value for the price!,great value price
8/25/24,1,180,180,P005,G1021,"Clean and well-maintained, fantastic experience!",clean fantastic experience
8/26/24,1,162,162,P005,G1021,"Loved the location, very convenient!",loved location convenient
8/27/24,1,126,126,P005,G1131,"Clean and well-maintained, fantastic experience!",clean fantastic experience
8/28/24,1,154,154,P005,G1131,"Great experience, would book again!",great experience would book
8/29/24,0,74,0,P005,G0,,
8/30/24,1,185,185,P005,G1079,"Super cozy, highly recommend!",super cozy highly recommend
8/31/24,1,149,149,P005,G1079,"Clean and well-maintained, fantastic experience!",clean fantastic experience
9/1/24,1,207,207,P005,G1079,"Loved the location, very convenient!",loved location convenient
9/2/24,1,87,87,P005,G1079,"Loved the location, very convenient!",loved location convenient
9/3/24,1,151,151,P005,G1079,"Not a great experience. I got kicked out because the host claimed I overstayed, but I was never told the exact checkout time! On top of that, the neighbors complained about noise, but I wasn’t even making any.",great experience got kicked host claimed overstayed never told exact checkout time top neighbor complained noise even making
9/4/24,1,92,92,P005,G1079,,
9/5/24,1,135,135,P005,G1132,"The place was okay, but the poor communication and false accusations made it a stressful stay. Wouldn’t recommend.",place okay poor communication false accusation made stressful stay recommend
9/6/24,1,148,148,P005,G1132,"Photos were misleading, room was smaller.",photo misleading room smaller
9/7/24,1,206,206,P005,G1132,"Loved the location, very convenient!",loved location convenient
9/8/24,1,145,145,P005,G1132,"Photos were misleading, room was smaller.",photo misleading room smaller
9/9/24,0,149,0,P005,G0,,
9/10/24,1,72,72,P005,G1133,"Not worth the price, expected better.",worth price expected better
9/11/24,0,146,0,P005,G0,,
9/12/24,1,126,126,P005,G1134,"Amazing stay, very clean and comfortable!",amazing stay clean comfortable
9/13/24,1,170,170,P005,G1134,"Clean and well-maintained, fantastic experience!",clean fantastic experience
9/14/24,1,164,164,P005,G1134,"Great experience, would book again!",great experience would book
9/15/24,1,179,179,P005,G1003,Great value for the price!,great value price
9/16/24,1,74,74,P005,G1003,"Excellent amenities, everything as described!",excellent amenity everything described
9/17/24,1,95,95,P005,G1135,Would definitely stay here again!,would definitely stay
9/18/24,1,170,170,P005,G1136,Would definitely stay here again!,would definitely stay
9/19/24,0,100,0,P005,G0,,
9/20/24,0,173,0,P005,G0,,
9/21/24,1,151,151,P005,G1007,"I was falsely accused of smoking in the Airbnb, which was extremely frustrating since I don’t even smoke. The host jumped to conclusions without any evidence, making the whole situation stressful.",falsely accused smoking airbnb extremely frustrating since even smoke host jumped conclusion without evidence making whole situation stressful
9/22/24,1,182,182,P005,G1137,,
9/23/24,1,133,133,P005,G1137,"The place was fine, but the false accusation ruined my experience. I wouldn’t stay here again.",place fine false accusation ruined experience stay
9/24/24,1,124,124,P005,G1137,Would definitely stay here again!,would definitely stay
9/25/24,1,160,160,P005,G1138,"Excellent amenities, everything as described!",excellent amenity everything described
9/26/24,1,168,168,P005,G1138,"Amenities were lacking, expected more.",amenity lacking expected
9/27/24,1,182,182,P005,G1138,"Host was slow to respond, frustrating.",host slow respond frustrating
9/28/24,1,202,202,P005,G1139,"A perfect stay, felt like home!",perfect stay felt like home
9/29/24,1,152,152,P005,G1140,Great value for the price!,great value price
9/30/24,1,138,138,P005,G1140,Would definitely stay here again!,would definitely stay
10/1/24,1,145,145,P005,G1140,"Super cozy, highly recommend!",super cozy highly recommend
10/2/24,1,124,124,P005,G1141,"Loved the location, very convenient!",loved location convenient
10/3/24,1,121,121,P005,G1141,"Loved the location, very convenient!",loved location convenient
10/4/24,1,206,206,P005,G1141,"Loved the location, very convenient!",loved location convenient
10/5/24,1,133,133,P005,G1141,"Super cozy, highly recommend!",super cozy highly recommend
10/6/24,1,145,145,P005,G1141,Host was very responsive and helpful!,host responsive helpful
10/7/24,1,117,117,P005,G1079,Would definitely stay here again!,would definitely stay
10/8/24,1,84,84,P005,G1079,"Loved the location, very convenient!",loved location convenient
10/9/24,1,109,109,P005,G1113,"Not perfect for the area, felt overpriced.",perfect area felt overpriced
10/10/24,1,83,83,P005,G1113,"Amazing stay, very clean and comfortable!",amazing stay clean comfortable
10/11/24,1,196,196,P005,G1113,"Loved the location, very convenient!",loved location convenient
10/12/24,1,190,190,P005,G1113,"Not as expected, had some issues.",expected issue
10/13/24,1,187,187,P005,G1142,Great value for the price!,great value price
10/14/24,1,165,165,P005,G1142,"A perfect stay, felt like home!",perfect stay felt like home
10/15/24,1,151,151,P005,G1142,Host was very responsive and helpful!,host responsive helpful
10/16/24,1,76,76,P005,G1142,Great value for the price!,great value price
10/17/24,0,114,0,P005,G0,,
10/18/24,1,133,133,P005,G1143,"A perfect stay, felt like home!",perfect stay felt like home
10/19/24,0,177,0,P005,G0,,
10/20/24,1,182,182,P005,G1144,"Clean and well-maintained, fantastic experience!",clean fantastic experience
10/21/24,1,157,157,P005,G1145,"Super cozy, highly recommend!",super cozy highly recommend
10/22/24,1,116,116,P005,G1145,"Too loud at night, difficult to sleep.",loud night difficult sleep
10/23/24,1,81,81,P005,G1145,"Amazing stay, very clean and comfortable!",amazing stay clean comfortable
10/24/24,1,122,122,P005,G1146,Would definitely stay here again!,would definitely stay
10/25/24,1,203,203,P005,G1146,Host was very responsive and helpful!,host responsive helpful
10/26/24,1,160,160,P005,G1146,"Amazing stay, very clean and comfortable!",amazing stay clean comfortable
10/27/24,0,174,0,P005,G0,,
10/28/24,1,97,97,P005,G1055,"Great experience, would book again!",great experience would book
10/29/24,1,92,92,P005,G1055,"Excellent amenities, everything as described!",excellent amenity everything described
10/30/24,1,141,141,P005,G1055,Great value for the price!,great value price
10/31/24,1,90,90,P005,G1055,Would definitely stay here again!,would definitely stay
11/1/24,1,164,164,P005,G1055,"Clean and well-maintained, fantastic experience!",clean fantastic experience
11/2/24,1,158,158,P005,G1055,"Clean and well-maintained, fantastic experience!",clean fantastic experience
11/3/24,1,185,185,P005,G1055,"Loved the location, very convenient!",loved location convenient
11/4/24,1,110,110,P005,G1055,"A perfect stay, felt like home!",perfect stay felt like home
11/5/24,1,131,131,P005,G1147,"Loved the location, very convenient!",loved location convenient
11/6/24,1,132,132,P005,G1148,"A perfect stay, felt like home!",perfect stay felt like home
11/7/24,1,114,114,P005,G1132,"A perfect stay, felt like home!",perfect stay felt like home
11/8/24,1,148,148,P005,G1132,Great value for the price!,great value price
11/9/24,1,208,208,P005,G1132,"A perfect stay, felt like home!",perfect stay felt like home
11/10/24,1,157,157,P005,G1149,"A perfect stay, felt like home!",perfect stay felt like home
11/11/24,1,150,150,P005,G1149,"Loved the location, very convenient!",loved location convenient
11/12/24,1,113,113,P005,G1149,Would definitely stay here again!,would definitely stay
11/13/24,1,118,118,P005,G1149,"A perfect stay, felt like home!",perfect stay felt like home
11/14/24,1,73,73,P005,G1149,"Great experience, would book again!",great experience would book
11/15/24,1,185,185,P005,G1149,"A perfect stay, felt like home!",perfect stay felt like home
11/16/24,1,186,186,P005,G1149,"A perfect stay, felt like home!",perfect stay felt like home
11/17/24,1,183,183,P005,G1112,Would definitely stay here again!,would definitely stay
11/18/24,1,83,83,P005,G1112,"A perfect stay, felt like home!",perfect stay felt like home
11/19/24,1,136,136,P005,G1112,Would definitely stay here again!,would definitely stay
11/20/24,1,135,135,P005,G1022,"A perfect stay, felt like home!",perfect stay felt like home
11/21/24,1,102,102,P005,G1022,"Super cozy, highly recommend!",super cozy highly recommend
11/22/24,0,201,0,P005,G0,,
11/23/24,1,150,150,P005,G1150,"Loved the location, very convenient!",loved location convenient
11/24/24,0,147,0,P005,G0,,
11/25/24,1,146,146,P005,G1151,"Amazing stay, very clean and comfortable!",amazing stay clean comfortable
11/26/24,1,146,146,P005,G1151,Would definitely stay here again!,would definitely stay
11/27/24,1,140,140,P005,G1151,"A perfect stay, felt like home!",perfect stay felt like home
11/28/24,0,110,0,P005,G0,,
11/29/24,1,206,206,P005,G1130,"Great experience, would book again!",great experience would book
11/30/24,1,168,168,P005,G1130,"Not worth the price, expected better.",worth price expected better
12/1/24,1,173,173,P005,G1152,Host was very responsive and helpful!,host responsive helpful
12/2/24,1,158,158,P005,G1152,"Super cozy, highly recommend!",super cozy highly recommend
12/3/24,1,108,108,P005,G1152,"Not perfect for the area, felt overpriced.",perfect area felt overpriced
12/4/24,1,153,153,P005,G1152,"Clean and well-maintained, fantastic experience!",clean fantastic experience
12/5/24,1,86,86,P005,G1152,Would definitely stay here again!,would definitely stay
12/6/24,1,147,147,P005,G1153,Host was very responsive and helpful!,host responsive helpful
12/7/24,0,169,0,P005,G0,,
12/8/24,1,164,164,P005,G1061,Great value for the price!,great value price
12/9/24,1,160,160,P005,G1061,"Amazing stay, very clean and comfortable!",amazing stay clean comfortable
12/10/24,1,88,88,P005,G1061,"Super cozy, highly recommend!",super cozy highly recommend
12/11/24,1,155,155,P005,G1061,Would definitely stay here again!,would definitely stay
12/12/24,0,167,0,P005,G0,,
12/13/24,1,161,161,P005,G1134,"Great experience, would book again!",great experience would book
12/14/24,1,209,209,P005,G1134,"Great experience, would book again!",great experience would book
12/15/24,1,163,163,P005,G1134,Would definitely stay here again!,would definitely stay
12/16/24,1,104,104,P005,G1134,"Clean and well-maintained, fantastic experience!",clean fantastic experience
12/17/24,1,80,80,P005,G1019,Host was very responsive and helpful!,host responsive helpful
12/18/24,1,121,121,P005,G1019,"Amazing stay, very clean and comfortable!",amazing stay clean comfortable
12/19/24,1,108,108,P005,G1019,"Not as expected, had some issues.",expected issue
12/20/24,1,191,191,P005,G1079,Great value for the price!,great value price
12/21/24,0,197,0,P005,G0,,
12/22/24,1,210,210,P005,G1154,"Loved the location, very convenient!",loved location convenient
12/23/24,1,93,93,P005,G1154,"Amenities were lacking, expected more.",amenity lacking expected
12/24/24,1,105,105,P005,G1154,"A perfect stay, felt like home!",perfect stay felt like home
12/25/24,1,139,139,P005,G1154,Would definitely stay here again!,would definitely stay
12/26/24,1,90,90,P005,G1154,"A perfect stay, felt like home!",perfect stay felt like home
12/27/24,1,145,145,P005,G1154,"Not perfect for the area, felt overpriced.",perfect area felt overpriced
12/28/24,1,154,154,P005,G1154,"Amazing stay, very clean and comfortable!",amazing stay clean comfortable
12/29/24,1,149,149,P005,G1154,"Excellent amenities, everything as described!",excellent amenity everything described
12/30/24,1,79,79,P005,G1154,"Super cozy, highly recommend!",super cozy highly recommend
12/31/24,1,119,119,P005,G1154,Host was very responsive and helpful!,host responsive helpful
1/1/25,1,114,114,P005,G1154,"Great experience, would book again!",great experience would book
1/2/25,1,168,168,P005,G1154,"A perfect stay, felt like home!",perfect stay felt like home
1/3/25,1,171,171,P005,G1154,Host was very responsive and helpful!,host responsive helpful
1/4/25,0,184,0,P005,G0,,
1/5/25,1,146,146,P005,G1155,"I was surprised to hear there were noise complaints from the neighbors because we were just having normal conversations and enjoying our time. I wouldn’t say we were being loud at all, but I guess the walls might be thin or the neighbors are just sensitive.",surprised hear noise complaint neighbor normal conversation enjoying time say loud guess wall might thin neighbor sensitive
1/6/25,1,98,98,P005,G1080,,
1/7/25,1,112,112,P005,G1080,"The space itself was nice, but if you’re someone who likes to have even a casual gathering, this might not be the best place to stay.",space nice someone like even casual gathering might best place stay
1/8/25,0,157,0,P005,G0,,
1/9/25,1,80,80,P005,G1045,"Great experience, would book again!",great experience would book
1/10/25,1,140,140,P005,G1045,Host was very responsive and helpful!,host responsive helpful
1/11/25,1,206,206,P005,G1067,"Amazing stay, very clean and comfortable!",amazing stay clean comfortable
1/12/25,1,152,152,P005,G1067,"Amazing stay, very clean and comfortable!",amazing stay clean comfortable
1/13/25,1,107,107,P005,G1067,"Loved the location, very convenient!",loved location convenient
1/14/25,0,108,0,P005,G0,,
1/15/25,1,113,113,P005,G1150,"Not perfect for the area, felt overpriced.",perfect area felt overpriced
1/16/25,1,110,110,P005,G1150,"Clean and well-maintained, fantastic experience!",clean fantastic experience
1/17/25,0,153,0,P005,G0,,
1/18/25,1,193,193,P005,G1156,"Excellent amenities, everything as described!",excellent amenity everything described
1/19/25,0,150,0,P005,G0,,
1/20/25,1,102,102,P005,G1108,"A perfect stay, felt like home!",perfect stay felt like home
1/21/25,1,114,114,P005,G1108,"Great experience, would book again!",great experience would book
1/22/25,1,148,148,P005,G1108,"Clean and well-maintained, fantastic experience!",clean fantastic experience
1/23/25,1,102,102,P005,G1108,"Not worth the price, expected better.",worth price expected better
1/24/25,1,130,130,P005,G1157,"A perfect stay, felt like home!",perfect stay felt like home
1/25/25,1,171,171,P005,G1157,"A perfect stay, felt like home!",perfect stay felt like home
1/26/25,1,183,183,P005,G1157,"Clean and well-maintained, fantastic experience!",clean fantastic experience
1/27/25,1,101,101,P005,G1157,"Excellent amenities, everything as described!",excellent amenity everything described
1/28/25,1,110,110,P005,G1047,"Not worth the price, expected better.",worth price expected better
1/29/25,0,130,0,P005,G0,,
1/30/25,1,85,85,P005,G1158,"Clean and well-maintained, fantastic experience!",clean fantastic experience
1/31/25,1,202,202,P005,G1159,"Clean and well-maintained, fantastic experience!",clean fantastic experience
2/1/25,1,165,165,P005,G1160,Host was very responsive and helpful!,host responsive helpful
